id,S,V,O,sentence
1205,the Democratic president,plans to offer,his fast-track bill,"White House aides say the Democratic president plans to offer his fast-track bill to the Republican Congress sometime during the second week of September , which already promises to be hectic ."
2398,the Democratic president plans,to offer sometime during,the second week of September,"White House aides say the Democratic president plans to offer his fast-track bill to the Republican Congress sometime during the second week of September , which already promises to be hectic ."
1890,Today 's average yield,was,3.615 percent,"Today 's average yield on the sale of C$ 2.1 billion of six-month bills was 3.615 percent , up from 3.561 percent two weeks ago ."
2354,Today 's average yield,was,two weeks,"Today 's average yield on the sale of C$ 2.1 billion of six-month bills was 3.615 percent , up from 3.561 percent two weeks ago ."
209,Today 's average yield,on up from,3.561 percent,"Today 's average yield on the sale of C$ 2.1 billion of six-month bills was 3.615 percent , up from 3.561 percent two weeks ago ."
771,the sale of C$ 2.1 billion of six-month bills,was,3.615 percent,"Today 's average yield on the sale of C$ 2.1 billion of six-month bills was 3.615 percent , up from 3.561 percent two weeks ago ."
1543,Today 's average yield,was percent up from,3.561 percent,"Today 's average yield on the sale of C$ 2.1 billion of six-month bills was 3.615 percent , up from 3.561 percent two weeks ago ."
1555,cold-rolled sheet,has is used on,the outside of autos and appliances,"Hot-rolled and cold-rolled sheet , which has a smoother finish and is used on the outside of autos and appliances , account for about half of all U.S. steel shipments ."
2019,a smoother finish,account for,about half of all U.S. steel shipments,"Hot-rolled and cold-rolled sheet , which has a smoother finish and is used on the outside of autos and appliances , account for about half of all U.S. steel shipments ."
2300,Hot-rolled and cold-rolled sheet,has,a smoother finish,"Hot-rolled and cold-rolled sheet , which has a smoother finish and is used on the outside of autos and appliances , account for about half of all U.S. steel shipments ."
2457,cold-rolled sheet,has,a smoother finish,"Hot-rolled and cold-rolled sheet , which has a smoother finish and is used on the outside of autos and appliances , account for about half of all U.S. steel shipments ."
1675,Hot-rolled and cold-rolled sheet,account about,half of all U.S. steel shipments,"Hot-rolled and cold-rolled sheet , which has a smoother finish and is used on the outside of autos and appliances , account for about half of all U.S. steel shipments ."
799,a smoother finish,and is used on,the outside of autos and appliances,"Hot-rolled and cold-rolled sheet , which has a smoother finish and is used on the outside of autos and appliances , account for about half of all U.S. steel shipments ."
843,Hot-rolled,has is used on,the outside of autos and appliances,"Hot-rolled and cold-rolled sheet , which has a smoother finish and is used on the outside of autos and appliances , account for about half of all U.S. steel shipments ."
2311,cold-rolled sheet,which has,a smoother finish,"Hot-rolled and cold-rolled sheet , which has a smoother finish and is used on the outside of autos and appliances , account for about half of all U.S. steel shipments ."
1005,Hot-rolled,which has is used on,the outside of autos and appliances,"Hot-rolled and cold-rolled sheet , which has a smoother finish and is used on the outside of autos and appliances , account for about half of all U.S. steel shipments ."
2292,cold-rolled sheet,which has is used on,the outside of autos and appliances,"Hot-rolled and cold-rolled sheet , which has a smoother finish and is used on the outside of autos and appliances , account for about half of all U.S. steel shipments ."
2042,Hot-rolled,which has,a smoother finish,"Hot-rolled and cold-rolled sheet , which has a smoother finish and is used on the outside of autos and appliances , account for about half of all U.S. steel shipments ."
542,I,finally got package,the next day,"When I finally got the package the next day , the phone was activated , though the battery needed to be charged for four hours ."
1491,the package,was activated though,the battery,"When I finally got the package the next day , the phone was activated , though the battery needed to be charged for four hours ."
422,the phone,was activated though,the battery,"When I finally got the package the next day , the phone was activated , though the battery needed to be charged for four hours ."
196,the next day,was activated though,the battery,"When I finally got the package the next day , the phone was activated , though the battery needed to be charged for four hours ."
1223,the battery,needed to be charged for,four hours,"When I finally got the package the next day , the phone was activated , though the battery needed to be charged for four hours ."
1031,I,got,the phone,"When I finally got the package the next day , the phone was activated , though the battery needed to be charged for four hours ."
307,I,got,the package,"When I finally got the package the next day , the phone was activated , though the battery needed to be charged for four hours ."
1888,I,finally got,the package,"When I finally got the package the next day , the phone was activated , though the battery needed to be charged for four hours ."
1538,I,got,the next day,"When I finally got the package the next day , the phone was activated , though the battery needed to be charged for four hours ."
1509,The clamor,recalled had been for,some publications,The clamor for coverage arising from Diana 's death recalled how profitable her image had been for some publications during her life .
744,her image,had been for,some publications,The clamor for coverage arising from Diana 's death recalled how profitable her image had been for some publications during her life .
1147,a present,could become virtual gift,only ligHtli touches,"With the patent issued to William Dodd , from Marietta , a present could become a virtual gift that only ligHtli touches down in the recipient 's e-mail box before being rejected and passed on to someone else with the click of a mouse ."
216,the patent,issued to,William Dodd,"With the patent issued to William Dodd , from Marietta , a present could become a virtual gift that only ligHtli touches down in the recipient 's e-mail box before being rejected and passed on to someone else with the click of a mouse ."
248,a present,could become,a virtual gift,"With the patent issued to William Dodd , from Marietta , a present could become a virtual gift that only ligHtli touches down in the recipient 's e-mail box before being rejected and passed on to someone else with the click of a mouse ."
